Date,Close,High,Low,Open,Volume
2004-11-19,8.494195938110352,8.571886885131356,7.337465889667636,7.820875769330824,3906200
2004-11-22,8.30428409576416,9.495543257805036,8.209328959553025,8.545988602727961,728000
2004-11-23,8.0971097946167,8.416505280844374,7.561906480675066,8.200697453130417,505800
2004-11-24,8.442401885986328,8.632313002550054,8.200697352422551,8.200697352422551,319500
2004-11-26,8.45966625213623,8.589150607852218,7.9848889091085145,8.028050635427663,65600
2004-11-29,8.45966625213623,8.718635786809664,8.16616750105577,8.632312334171367,130700
2004-11-30,8.528721809387207,8.623676916680889,8.036680435674484,8.45966339985704,194900
2004-12-01,8.623682022094727,8.822225684467153,8.200698807496586,8.200698807496586,209800
2004-12-02,9.366060256958008,9.495544627122145,8.60641658799925,8.658210006768286,337400
2004-12-03,9.616394996643066,9.79767356521527,9.132985206036741,9.48690983438215,288100
2004-12-06,9.607763290405273,10.082540611871973,9.495543136368314,9.832203598479191,192600
2004-12-07,9.417850494384766,9.823569312817948,9.184778542172527,9.823569312817948,195900
2004-12-08,9.409218788146973,9.66818828630286,9.072559181461525,9.461013017074686,78500
2004-12-09,9.331531524658203,9.461015901593276,9.0898261469584,9.32289901333144,40900
2004-12-10,8.986237525939941,9.245207075535175,8.761797194741305,9.245207075535175,86100
2004-12-13,8.9171781539917,9.469646413640763,8.528724281957219,8.718635374843055,77500
2004-12-14,8.830854415893555,9.36605846222776,8.71863508898367,9.36605846222776,29800
2004-12-15,8.675477027893066,9.020769310068799,8.545991804645864,8.632315286810666,191400
2004-12-16,8.640948295593262,8.787697729750565,8.50283137479622,8.50283137479622,108800
2004-12-17,8.20069694519043,8.761796933196342,8.045315055423233,8.545989118849224,418100
2004-12-20,8.028053283691406,8.545991700652374,7.8036128913874565,8.545991700652374,173700
2004-12-21,8.174800872802734,8.425137923956028,7.7690819198158305,7.7690819198158305,81400
2004-12-22,8.295655250549316,8.364713711615396,7.769084279110017,8.08847986735108,50000
2004-12-23,8.433770179748535,8.545989524077681,8.278388282613536,8.287020793174706,29900
2004-12-27,8.390609741210938,8.451035677953573,8.166169371535942,8.390609741210938,72000
2004-12-28,8.20069694519043,8.399239739233867,7.958992423629273,8.312917107439908,58200
2004-12-29,8.20069694519043,8.330181304502108,8.11437349015499,8.11437349015499,80100
2004-12-30,8.105743408203125,8.295653729697465,8.028052447936512,8.053949160278169,33300
2004-12-31,8.028053283691406,8.243861163235575,7.9848915431342276,8.105744252045984,53000
2005-01-03,7.656859874725342,8.157533854484782,7.5964339602430675,8.036682025520234,91300
2005-01-04,7.466949939727783,7.81224293166223,7.41515652604457,7.536008373466379,105900
2005-01-05,7.164820671081543,7.458319474148066,6.992174558466412,7.441054451265752,76500
2005-01-06,7.11302375793457,7.501477571439299,7.035332830585366,7.121656266138102,29700
2005-01-07,7.121657371520996,7.406523600522522,6.992173021335365,7.035333922569627,17500
2005-01-10,6.7332048416137695,7.04396783802982,6.560558320872949,7.04396783802982,75600
2005-01-11,6.232531547546387,6.87132310219978,6.172105603088156,6.595088860779275,52400
2005-01-12,5.69732666015625,6.301588834361483,5.52468055988091,6.301588834361483,113000
2005-01-13,5.377931118011475,5.844075995970287,5.282975557947045,5.844075995970287,346100
2005-01-14,5.421092510223389,5.541944771733186,5.2311814019443945,5.2657106195186225,109600
2005-01-18,5.429724216461182,5.550576469238338,5.360665786302806,5.550576469238338,102100
2005-01-19,5.472886085510254,5.550576615677759,5.395195143722025,5.54194451749058,61000
2005-01-20,5.913135528564453,5.947664754676471,5.343402886095315,5.343402886095315,112300
2005-01-21,6.612351417541504,6.724571581787901,5.887237428334145,6.033986398940109,197500
2005-01-24,6.836792469024658,6.957645156356671,6.465602719051861,6.465602719051861,126400
2005-01-25,6.767733573913574,7.138923299103901,6.4742347980181085,6.949012181187742,124700
2005-01-26,6.707307815551758,6.905851049695331,6.301589247495309,6.776366260189383,42200
2005-01-27,6.612351417541504,6.940379399975242,6.336117673698985,6.5432929815808745,42200
2005-01-28,6.577822208404541,7.225245663836974,6.249794225529795,6.249794225529795,68000
2005-01-31,6.370647430419922,6.69004292955823,6.258427256683506,6.646881197622445,69000
2005-02-01,6.474234580993652,6.733204128881698,6.29295597979617,6.29295597979617,136100
2005-02-02,6.534660339355469,6.715938924484085,6.327484637085316,6.560557044876292,83900
2005-02-03,6.344749927520752,6.4914993133356695,6.301588609800384,6.474234703923371,131400
2005-02-04,6.534660339355469,6.612350867538653,6.172103169098236,6.362013852193556,107600
2005-02-07,6.491500377655029,6.6037205630445035,6.172104845350363,6.6037205630445035,92800
2005-02-08,6.577822208404541,6.577822208404541,6.301588464190648,6.569190109708231,149900
2005-02-09,6.120311260223389,6.6641467740428855,6.051252808412713,6.603720834518964,38400
2005-02-10,5.96492862701416,6.387912211792005,5.956296527368503,6.042619581929045,18400
2005-02-11,6.189367771148682,6.569189548622291,5.964927461523985,5.964927461523985,37800
2005-02-14,6.491500377655029,6.560558826626759,6.189369457593296,6.189369457593296,26900
2005-02-15,6.353383541107178,6.560558890024398,6.258427967043037,6.413809478730952,35000
